"str_cfgweapons_cz5270","CZ 527","CZ 527","CZ 527","CZ 527","CZ 527","CZ 527","CZ 527","CZ 527","CZ 527","CZ 527","CZ 527","CZ 527","CZ 527","CZ 527",
"str_cfgweapons_b950","B95","B95","B95","B95","B95","B95","B95","B95","B95","B95","B95","ブレイズ","B95","B95",
"str_cfgweapons_augsteyr1","A selective fire bullpup weapon. A modern variant of the Steyr AUG A1. The railing on the top and the magazine docking system have been adapted to work with standard western accessories. Uses 5.56x45mm rounds.","A selective fire bullpup weapon. A modern variant of the Steyr AUG A1. The railing on the top and the magazine docking system have been adapted to work with standard western accessories. Uses 5.56x45mm rounds.","Puška typu „bullpup“ s možností výběru režimu střelby. Jedná se o moderní variantu pušky Steyr AUG A1. Horní lišta a zásobníková šachta jsou upraveny, aby zbraň fungovala se standardním příslušenstvím západních armád. Používá munici 5,56x45 mm.","Eine moderne Bullpup-Variante des Steyr AUG A1 mit selektivem Feuermodus. Die obere Schiene und das Magazin-Haltesystem wurden an westliche Standards angepasst. Verschießt 5,56x45mm-Munition.","Автомат в компоновке булл-пап с переводчиком режимов огня. Современная модификация Steyr AUG A1. Благодаря особому рельсовому креплению и системе соединения магазинов автомат можно использовать со стандартными западными комплектующими. Калибр патронов — 5,56x45 мм.","Bezkolbowa broń z przełącznikiem ognia. Nowoczesny wariant Steyr AUG A1. Górna szyna i system ładowania zostały przystosowane do standardowych zachodnich akcesoriów. Strzela amunicją 5,56x45mm.","A selective fire bullpup weapon. A modern variant of the Steyr AUG A1. The railing on the top and the magazine docking system have been adapted to work with standard western accessories. Uses 5.56x45mm rounds.","Arma di tipo bullpup con selettore di fuoco, variante moderna dell’Steyr AUG A1. La scanalatura superiore e il sistema di alloggiamento del caricatore sono stati adattati per consentire l’impiego dei comuni accessori occidentali. Utilizza munizioni calibro 5.56x45 mm.","Esta arma tipo bullpup de fuego selectivo es una variante moderna del Steyr AUG A1. El riel de la parte superior y el sistema de acoplamiento de cargadores están adaptados para accesorios occidentales estándar. Emplea proyectiles de 5,56x45 mm.","Un fusil d'assaut bullpup à sélecteur de tir de calibre 5,56x45 mm, variante moderne de l'Steyr AUG A1. Grâce à son rail et à son système de chargeur standardisé, il peut accueillir le matériel des forces de l'Ouest.","選射無托式槍械，Steyr AUG A1 的現代型號。上方導軌和彈匣裝設系統經過改裝，可使用西方標準配件。使用 5.56x45mm 彈藥。","セレクティブファイア機能を備えたブルパップ方式の武器。Steyr AUG A1 の近代的なモデル。上部のレーリングとマガジンのドッキングシステムは、西洋の標準的な付属品と使用できるように改良されている。5.56x45mm 弾薬を使う。","Uma arma de fogo seletivo com configuração bullpup. Variante moderna do Steyr AUG A1. O trilho superior e o sistema de encaixe do carregador foram adaptados para funcionar com acessórios ocidentais padrão. Usa munições calibre 5.56x45mm.","一把击发调变式无托式枪械，是 Steyr AUG A1 的现代改进款。其顶部的导轨以及下方的弹匣对接系统经过改装，能够适配标准的西方部队配件。使用 5.56x45 毫米的子弹。",
"str_cfgweapons_augsteyr0","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3","Steyr AUG A3",
"str_cfgweapons_aks74u1","Selective-fire assault rifle fed from a detachable magazine. Shortened version of AK-74 with some compatible attachments. Uses 5.45x39mm rounds.","Selective-fire assault rifle fed from a detachable magazine. Shortened version of AK-74 with some compatible attachments. Uses 5.45x39mm rounds.","Útočná puška s možností volby režimu střelby, munice dodávána odnímatelným zásobníkem. Zkrácená verze modelu AK-74 s několika kompatibilními doplňky. Používá munici 5,45x39 mm.","Sturmgewehr mit selektivem Feuer und abnehmbarem Magazin. Die verkürzte Version des AK-74 mit diversen kompatiblen Erweiterungen. Nutzt 5.45x39mm-Munition.","Автомат с переводчиком режимов огня и съемным магазином. Укороченная версия КА-74. Совместима с некоторыми приспособлениями. Использует патроны калибра 5,45x39 мм.","Karabin szturmowy z przełącznikiem ognia i magazynkiem zewnętrznym. Skrócona wersja AK-74 (część akcesoriów jest z nią kompatybilna). Strzela amunicją 5,45x39 mm.","Selective-fire assault rifle fed from a detachable magazine. Shortened version of AK-74 with some compatible attachments. Uses 5.45x39mm rounds.","Fucile d’assalto con selettore di fuoco e alimentazione mediante un caricatore estraibile. Variante ridotta del AK-74 con alcuni accessori compatibili. Utilizza munizioni calibro 5.45x39 mm.","Fusil de asalto de fuego selectivo, alimentado por un cargador desmontable. Versión más corta del AK-74, con algunos accesorios compatibles. Usa proyectiles de 5,45x39 mm.","Un fusil d'assaut avec sélecteur de tir à chargeur amovible de calibre 5,45x39 mm. Version raccourcie du AK-74 accueillant les accessoires compatibles.","可選射擊模式的突擊步槍，以可拆卸的彈匣供彈。是 AK-74 的縮短版，並可搭載某些配件。使用 5.45x39mm 子彈。","取り外し可能なマガジンから装填する、セレクティブファイア機能のアサルトライフル。互換性のあるアタッチメントがいくつかある AK-74 の短縮型。5.45x39mm 弾薬を使う。","Fuzil de assalto de fogo seletivo alimentado por um carregador destacável. Versão reduzida do AK-74 com alguns acessórios compatíveis. Usa munições calibre 5.45x39mm.","从可拆卸弹匣送弹的选射突击步枪。AK-74 的缩短型，配备一些可兼容的附件。使用 5.45x39 毫米子弹。",
"str_cfgweapons_aks74u0","AKS-74U","AKS-74U","AKS-74U","AKS-74U","АКС-74У","AKS-74U","AKS-74U","AKS-74U","AKS-74U","AKS-74U","AKS-74U","AKS-74U","AKS-74U","AKS-74U",
"str_cfgweapons_akm1","Selective-fire assault rifle fed from a detachable magazine. Modernized version of classic AK-47 with lot of attachments available. Uses 7.62x39mm rounds.","Selective-fire assault rifle fed from a detachable magazine. Modernized version of classic AK-47 with lot of attachments available. Uses 7.62x39mm rounds.","Útočná puška s možností volby režimu střelby, munice dodávána odnímatelným zásobníkem. Modernizovaná varianta klasické AK-47 se spoustou dostupných doplňků. Používá munici 7,62x39 mm.","Sturmgewehr mit selektivem Feuer und abnehmbarem Magazin. Modernisierte Variante der klassischen AK-47 mit zahlreicher Erweiterungen. Nutzt 7.62x39mm-Munition.","Автомат с переводчиком режимов огня и съемным магазином. Модернизированный вариант классической версии КА-47 с множеством приспособлений. Использует патроны калибра 7,62x39 мм.","Karabin szturmowy z przełącznikiem ognia i magazynkiem zewnętrznym. Zmodernizowana wersja klasyka AK-47. Dostępnych jest do niej wiele akcesoriów. Strzela amunicją 7,62x39 mm.","Selective-fire assault rifle fed from a detachable magazine. Modernized version of classic AK-47 with lot of attachments available. Uses 7.62x39mm rounds.","Fucile d’assalto con selettore di fuoco e alimentazione mediante un caricatore estraibile. Variante modernizzata del classico AK-47 con molti accessori disponibili. Utilizza munizioni calibro 7.62x39 mm.","Fusil de asalto de fuego selectivo, que se alimenta de un cargador desmontable. Versión moderna del clásico AK-47 con muchos accesorios disponibles. Usa proyectiles de 7,62x39 mm.","Un fusil d'assaut de calibre 7,62x39 mm avec différents modes de tir et chargeur amovible. Variante moderne de la AK-47 accueillant de nombreux accessoires.","可選射擊模式的突擊步槍，以可拆卸的彈匣供彈。是經典 AK-47 的現代版，可加裝自訂配件，配件種類眾多。使用 7.62x39mm 子彈。","取り外し可能なマガジンから装填する、セレクティブファイア機能のアサルトライフル。利用可能なアタッチメントが多数ある従来の AK-74 の近代化型。7.62x39mm 弾薬を使う。","Fuzil de assalto de fogo seletivo alimentado por um carregador destacável. Versão modernizada do clássico AK-47 com muitos acessórios disponíveis. Usa munições calibre 7.62x39mm.","从可拆卸弹匣送弹的选射突击步枪。经典 AK-47 的现代型，有许多附件可供选用。使用 7.62 x39 毫米子弹。",
"str_cfgweapons_akm0","AKM","AKM","AKM","AKM","AKM","AKM","AKM","AKM","AKM","AKM","AKM","AKM","AKM","AKM",
"str_cfgweapons_ak741","Selective-fire assault rifle fed from a detachable magazine. Replacement of AKM with compatible attachments. Uses 5.45x39mm rounds.","Selective-fire assault rifle fed from a detachable magazine. Replacement of AKM with compatible attachments. Uses 5.45x39mm rounds.","Útočná puška s možností volby režimu střelby, munice dodávána odnímatelným zásobníkem. Náhrada modelu AKM s kompatibilními doplňky. Používá munici 5,45x39 mm.","Sturmgewehr mit selektivem Feuer und abnehmbarem Magazin. Nachfolger des AKM mit diversen kompatiblen Erweiterungen. Nutzt 5.45x39mm-Munition.","Автомат с переводчиком режимов огня и съемным магазином. Выпущен взамен модели КА-M с совместимыми приспособлениями. Использует патроны калибра 5,45x39 мм.","Karabin szturmowy z przełącznikiem ognia i magazynkiem zewnętrznym. Zamiennik AKM (część akcesoriów jest z nim kompatybilna). Strzela amunicją 5,45x39 mm.","Selective-fire assault rifle fed from a detachable magazine. Replacement of AKM with compatible attachments. Uses 5.45x39mm rounds.","Fucile d’assalto con selettore di fuoco e alimentazione mediante un caricatore estraibile. Sostituzione del AKM con accessori compatibili. Utilizza munizioni calibro 5.45x39 mm.","Fusil de asalto de fuego selectivo, alimentado por un cargador desmontable. Sustitución del AKM con accesorios compatibles. Usa proyectiles de 5,45x39 mm.","Un fusil d'assaut avec sélecteur de tir à chargeur amovible de calibre 5,45x39 mm, remplaçant la AKM et accueillant les accessoires compatibles.","可選射擊模式的突擊步槍，以可拆卸的彈匣供彈。是 AKM 的代替品，並可搭載相容的配件。使用 5.45x39mm 子彈。","取り外し可能なマガジンから装填する、セレクティブファイア機能のアサルトライフル。互換性のあるアタッチメントがある AKM の代替品。 5.45x39mm 弾薬を使う。","Fuzil de assalto de fogo seletivo alimentado por um carregador destacável. Substituto do AKM com acessórios compatíveis. Usa munições calibre 5.45x39mm.","从可拆卸弹匣送弹的选射突击步枪。AKM 的替代品，配备可兼容的附件。使用 5.45x39 毫米子弹。",
"str_cfgweapons_ak740","AK-74","AK-74","AK-74","AK-74","АК-74","AK-74","AK-74","AK-74","AK-74","AK-74","AK-74","AK-74","AK-74","AK-74",
"str_cfgweapons_ak1011","Selective-fire assault rifle fed from a detachable magazine. Export version of modernized AK-74M with compatible attachments. Uses 5.56x45mm rounds.","Selective-fire assault rifle fed from a detachable magazine. Export version of modernized AK-74M with compatible attachments. Uses 5.56x45mm rounds.","Útočná puška s možností volby režimu střelby, munice dodávána odnímatelným zásobníkem. Exportní verze modernizované AK-74M s kompatibilními doplňky. Používá munici 5,56x45 mm.","Sturmgewehr mit selektivem Feuer und abnehmbarem Magazin. Die exportierte Version des modernisierten AK-74M mit kompatiblen Erweiterungen. Nutzt 5.56x45mm-Munition.","Автомат с переводчиком режимов огня и съемным магазином. Экспортная версия модернизированной модели КА-74M с совместимыми приспособлениями. Использует патроны калибра 5,56x45 мм.","Karabin szturmowy z przełącznikiem ognia i magazynkiem zewnętrznym. Eksportowa wersja AK-74M (część akcesoriów jest z nią kompatybilna). Strzela amunicją 5,56x45 mm.","Selective-fire assault rifle fed from a detachable magazine. Export version of modernized AK-74M with compatible attachments. Uses 5.56x45mm rounds.","Fucile d’assalto con selettore di fuoco e alimentazione mediante un caricatore estraibile. Variante per l’esportazione del modernizzato AK-74M con accessori compatibili. Utilizza munizioni calibro 5.56x45 mm.","Fusil de asalto de fuego selectivo, alimentado por un cargador desmontable. Versión exportada de un AK-74M modernizado, con accesorios compatibles. Usa proyectiles de 5,56x45 mm.","Un fusil d'assaut avec sélecteur de tir à chargeur amovible de calibre 5,56x45 mm. Version d'export de la AK-74M modernisée accueillant les accessoires compatibles.","可選射擊模式的突擊步槍，以可拆卸的彈匣供彈。是新式 AK-74M 的輸出版，並可搭載相容的配件。使用 5.56x45mm 子彈。","取り外し可能なマガジンから装填する、セレクティブファイア機能のアサルトライフル。互換性のあるアタッチメントがある近代化した AK-74M の輸出用バージョン。5.56x45mm 弾薬を使う。","Fuzil de assalto de fogo seletivo alimentado por um carregador destacável. Versão de exportação do AK-74M modernizado com acessórios compatíveis. Usa munições calibre 5.56x45mm.","从可拆卸弹匣送弹的选射突击步枪。现代款 AK-74M 的出口型，配备可兼容的附件。使用 5.56x45 毫米子弹。",
"str_cfgweapons_ak1010","AK-101","AK-101","AK-101","AK-101","АК-101","AK-101","AK-101","AK-101","AK-101","AK-101","AK-101","AK-101","AK-101","AK-101",
"str_cfgweapons_aAS Val0","AS Val","AS Val","AS Val","AS Val","АС Вал","AS Val","AS Val","AS Val","AS Val","AS Val","AS Val","AS Val","AS Val","AS Val",
"STR_cfgWeapons_AugSteyr_Short0","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1","Steyr AUG A1",
"STR_cfgweapons_cz5500","CZ 550","CZ 550","CZ 550","CZ 550","CZ 550","CZ 550","CZ 550","CZ 550","CZ 550","CZ 550","CZ 550","CZ 550 サバンナ","CZ 550","CZ 550",
"STR_CfgWeapons_FAMAS0","FAMAS","FAMAS","FAMAS","FAMAS","FAMAS","FAMAS","FAMAS","FAMAS","FAMAS","FAMAS","FAMAS","FAMAS","FAMAS","FAMAS",
"STR_cfgWeapons_PP19_0","PP-19 Bizon","PP-19 Bizon","PP-19 Bizon","PP-19 Bizon","Бизон","PP-19 Bizon","PP-19 Bizon","PP-19 Bizon","PP-19 Bizon","PP-19 Bizon","PP-19 Bizon","ビゾン","PP-19 Bizon","PP-19 Bizon",
"STR_CfgWeapons_SawedoffFAMAS0","Sawed-off FAMAS","Sawed-off FAMAS","Upilovaný FAMAS","Abgesägtes FAMAS","Обрез FAMAS","Skrócony FAMAS","Sawed-off FAMAS","FAMAS modificato","FAMAS recortado","FAMAS poignée sciée","短柄款 FAMAS","ソードオフ FAMAS","FAMAS serrada","无把手型 FAMAS",
"STR_cfgweapons_SSG820","SSG 82","SSG 82","SSG 82","SSG 82","SSG 82","SSG 82","SSG 82","SSG 82","SSG 82","SSG 82","SSG 82","SSG 82","SSG 82","SSG 82",
"str_cfgweapons_mkii1","Semi-automatic, integrally-suppressed pistol, fed from a detachable magazine. Stealthy and lethal at short range. Uses .22 LR rounds.","Semi-automatic, integrally-suppressed pistol, fed from a detachable magazine. Stealthy and lethal at short range. Uses .22 LR rounds.","Poloautomatická pistole s integrovaným tlumičem. Munice dodávána odnímatelným zásobníkem. Jedná se o nenápadnou a na krátkou vzdálenost smrtelnou zbraň. Používá munici .22 LR.","Halbautomatische Pistole mit integriertem Schalldämpfer und abnehmbarem Magazin. Leise und tödlich auf kurze Distanz. Nutzt .22 LR-Munition.","Полуавтоматический пистолет с интегрированным глушителем и съемным магазином. Скрытный и смертельно опасный на близком расстоянии. Использует патроны .22 LR.","Półautomatyczny pistolet z wbudowanym tłumikiem i magazynkiem zewnętrznym. Cichy i zabójczy na krótkim dystansie. Strzela amunicją .22 LR.","Semi-automatic, integrally-suppressed pistol, fed from a detachable magazine. Stealthy and lethal at short range. Uses .22 LR rounds.","Pistola semi-automatica completamente silenziata e alimentata mediante un caricatore estraibile. Arma furtiva e letale a corto raggio. Utilizza munizioni calibro .22 LR.","Pistola semiautomática y completamente silenciada, que usa un cargador desmontable. Sigilosa y letal a corta distancia. Usa proyectiles .22 LR.","Pistolet semi-automatique avec silencieux, alimenté grâce à un magazine amovible. Discret et létal à courte portée. Utilise des balles de calibre .22 LR.","內部消音的半自動式手槍，以可拆卸的彈匣供彈。隱蔽性強，殺傷距離短。使用 .22 LR 子弹。","取り外し可能なマガジンから装填する、セミオート式消音ピストル。ステルス性と近距離においての高い殺傷能力がある。.22 LR 弾薬を使う。","Pistola semiautomática suprimida integralmente, alimentada por um carregador destacável. Furtiva e letal a curta distância. Usa munições calibre .22 LR.","从可拆卸弹匣送弹的整合式声音抑制半自动手枪。隐蔽性强，杀伤距离短。使用 .22 LR 子弹。",
"str_cfgweapons_mkii0","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S","AWC Amphibian S",
"str_cfgweapons_makarovij700","IJ-70","IJ-70","IJ-70","IJ-70","ИЖ-70","IJ-70","IJ-70","IJ-70","IJ-70","IJ-70","IJ-70","IJ-70","IJ-70","IJ-70",
"str_cfgweapons_magnum0","Colt Python","Colt Python","Colt Python","Colt Python","Револьвер","Rewolwer","Colt Python","Rivoltella","Revólver","Colt Python","左輪手槍","リボルバー","Revólver","左轮手枪",
"str_cfgweapons_longhorn0","T/C G2 Contender","T/C G2 Contender","T/C G2 Contender","T/C G2 Contender","T/C G2 Contender","T/C G2 Contender","T/C G2 Contender","T/C G2 Contender","T/C G2 Contender","T/C G2 Contender","T/C G2 Contender","ロングホーン","T/C G2 Contender","T/C G2 Contender",
"str_cfgweapons_glock190","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19","Glock 19",
"str_cfgweapons_fnx450","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45","FNX-45",
"str_cfgweapons_engraved19110","Engraved Colt 1911","Engraved Colt 1911","Colt 1911 s rytinou","Gravierter Colt 1911","Colt 1911 с рисунком","Grawer. Colt 1911","Engraved Colt 1911","Colt 1911 incisa","Colt 1911 grabada","Colt 1911 gravé","雕刻 Colt 1911","刻印された Colt 1911","Colt entalhada 1911","雕花版Colt 1911",
"str_cfgweapons_de0","IMI Desert Eagle","IMI Desert Eagle","IMI Desert Eagle","IMI Desert Eagle","IMI Desert Eagle","IMI Desert Eagle","IMI Desert Eagle","IMI Desert Eagle","IMI Desert Eagle","IMI Desert Eagle","IMI Desert Eagle","ディーグル","IMI Desert Eagle","IMI Desert Eagle",
"str_cfgweapons_cz750","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75","CZ 75",
